1,7,443.023,82.052,63.405,29.518
1,6,440.439,81.841,61.754,30.510
1,5,151.000,69.632,10.300,8.332
1,4,145.245,85.593,17.437,14.426
1,3,197.332,103.588,56.146,21.383
1,2,195.494,139.188,97.835,33.236
1,1,334.939,93.721,48.267,19.582
2,7,442.975,82.025,63.491,29.576
2,6,440.321,81.770,61.948,30.650
2,5,150.862,69.665,10.541,8.306
2,4,145.409,85.690,17.281,14.509
2,3,195.421,103.788,54.190,20.651
2,2,198.764,139.327,97.984,33.177
2,1,334.246,93.081,47.578,20.202
3,7,443.008,81.999,63.454,29.571
3,6,440.364,81.760,61.881,30.611
3,5,150.647,69.440,10.748,8.430
3,4,145.103,85.468,17.406,14.690
3,3,192.060,103.834,54.678,21.316
3,2,201.196,138.973,102.272,34.370
3,1,332.195,92.717,49.553,21.234
4,7,442.997,81.948,63.487,29.619
4,6,440.297,81.733,62.028,30.648
4,5,150.537,69.421,10.874,8.466
4,4,144.884,85.195,17.426,14.847
4,3,190.706,104.092,55.377,21.843
4,2,202.837,139.320,103.511,34.209
4,1,327.812,93.195,50.751,20.856
5,7,442.975,81.940,63.519,29.645
5,6,440.267,81.767,62.089,30.628
5,5,150.416,69.432,11.015,8.505
5,4,144.831,85.145,17.379,14.778
5,3,190.465,104.101,55.564,22.067
5,2,203.058,139.441,103.942,34.030
5,1,326.578,93.367,51.371,20.627
6,7,442.890,81.917,63.637,29.719
6,6,440.215,81.733,62.211,30.695
6,5,150.318,69.384,11.048,8.489
6,4,144.845,85.314,17.154,14.634
6,3,189.542,104.234,55.599,22.360
6,2,206.843,139.645,102.395,33.898
6,1,325.561,93.163,50.178,20.442
7,7,442.862,81.925,63.662,29.730
7,6,440.193,81.734,62.251,30.691
7,5,150.160,69.414,11.109,8.536
7,4,144.870,85.291,16.913,14.502
7,3,185.942,104.009,55.432,22.981
7,2,210.245,139.395,101.742,33.666
7,1,321.120,92.887,51.178,20.735
8,7,442.867,81.930,63.615,29.704
8,6,440.170,81.694,62.304,30.712
8,5,150.166,69.374,11.084,8.564
8,4,145.025,85.191,16.719,14.427
8,3,182.305,103.692,55.134,23.653
8,2,214.221,139.559,101.384,33.392
8,1,319.267,92.516,51.459,20.929
9,7,442.843,81.972,63.633,29.719
9,6,440.114,81.693,62.435,30.793
9,5,150.059,69.289,11.018,8.599
9,4,145.151,85.327,16.489,14.254
9,3,180.667,103.878,54.343,24.025
9,2,217.025,139.754,100.762,33.104
9,1,314.572,92.747,52.877,20.477
10,7,442.852,81.999,63.613,29.720
10,6,440.089,81.717,62.527,30.806
10,5,149.884,69.163,11.075,8.733
10,4,145.108,85.282,16.423,14.176
10,3,179.911,103.889,53.268,24.166
10,2,220.543,139.999,102.189,33.002
10,1,310.093,93.176,52.372,19.900
11,7,442.832,82.017,63.649,29.733
11,6,440.044,81.711,62.616,30.835
11,5,149.797,69.148,11.016,8.786
11,4,145.166,85.243,16.391,14.123
11,3,179.879,103.854,52.485,24.301
11,2,221.487,140.068,103.106,32.928
11,1,308.658,93.438,51.929,19.508
12,7,442.789,82.063,63.694,29.735
12,6,440.015,81.738,62.687,30.851
12,5,149.848,69.253,10.890,8.766
12,4,144.939,85.259,16.387,13.971
12,3,177.393,103.978,52.796,24.771
12,2,224.808,140.127,103.343,32.803
12,1,307.612,93.304,52.275,19.214
13,9,-0.211,174.792,85.275,105.943
13,7,442.733,82.052,63.746,29.765
13,6,439.996,81.684,62.712,30.909
13,5,149.697,69.311,10.888,8.755
13,4,144.750,85.286,16.453,13.855
13,3,175.304,104.042,53.130,25.345
13,2,227.806,140.387,102.750,32.320
13,1,306.750,93.066,52.324,18.989
14,9,0.558,173.948,89.055,107.740
14,7,442.766,82.038,63.702,29.782
14,6,439.999,81.695,62.672,30.932
14,5,149.629,69.311,10.908,8.764
14,4,144.733,85.158,16.384,13.677
14,3,171.493,104.348,53.147,25.590
14,2,231.959,140.404,101.632,32.654
14,1,303.901,93.295,52.628,18.826
15,9,0.000,174.585,92.041,107.553
15,7,442.787,82.036,63.677,29.737
15,6,440.016,81.717,62.672,30.879
15,5,149.581,69.295,10.878,8.698
15,4,144.704,85.074,16.388,13.685
15,3,169.456,104.810,53.087,25.903
15,2,236.642,140.105,101.374,32.430
15,1,300.520,93.431,53.303,18.722
16,9,-0.819,175.172,94.992,107.219
16,7,442.809,82.016,63.630,29.726
16,6,440.041,81.663,62.608,30.888
16,5,149.548,69.245,10.849,8.643
16,4,144.645,84.924,16.407,13.696
16,3,167.952,104.945,53.258,25.896
16,2,239.475,139.972,101.366,32.402
16,1,297.398,93.561,53.126,18.798
17,9,-1.530,175.457,96.882,106.783
17,7,442.849,82.064,63.570,29.673
17,6,440.093,81.711,62.530,30.811
17,5,149.672,69.187,10.771,8.597
17,4,144.644,84.947,16.422,13.670
17,3,167.422,104.984,53.369,25.895
17,2,240.365,139.926,101.458,32.436
17,1,296.326,93.561,52.981,18.891
18,9,-1.907,176.687,97.853,106.929
18,7,442.841,82.067,63.569,29.633
18,6,440.137,81.727,62.488,30.758
18,5,149.745,69.156,10.742,8.553
18,4,144.684,84.970,16.368,13.562
18,3,167.232,104.957,52.701,25.742
18,2,243.443,139.958,101.353,32.841
18,1,295.671,92.848,53.119,19.433
19,9,-1.802,176.244,99.745,107.619
19,7,442.836,82.116,63.582,29.593
19,6,440.174,81.789,62.492,30.705
19,5,149.675,69.131,10.814,8.595
19,4,144.650,84.763,16.211,13.554
19,3,163.474,104.935,53.707,26.497
19,2,248.237,139.716,100.788,33.212
19,1,293.330,91.742,52.595,19.994
20,9,-1.395,176.808,101.648,106.437
20,7,442.845,82.122,63.576,29.540
20,6,440.177,81.796,62.437,30.634
20,5,149.685,69.130,10.835,8.567
20,4,144.749,84.725,15.951,13.473
20,3,159.244,105.329,54.406,26.407
20,2,250.965,139.799,100.161,33.371
20,1,290.246,91.356,52.124,19.997
21,9,-0.279,177.122,104.584,107.176
21,7,442.869,82.098,63.546,29.489
21,6,440.168,81.786,62.436,30.561
21,5,149.653,69.025,10.878,8.591
21,3,156.499,105.628,55.197,26.651
21,2,255.144,139.598,99.905,33.374
21,1,287.837,91.584,49.765,19.993
22,9,1.445,178.322,107.741,109.253
22,7,442.914,82.108,63.498,29.436
22,6,440.144,81.816,62.486,30.475
22,5,149.488,69.036,10.883,8.571
22,3,152.237,105.912,56.346,26.548
22,2,258.930,139.328,100.208,33.340
22,1,286.633,92.008,48.426,20.111
23,9,1.598,178.379,109.802,110.573
23,7,441.940,82.153,63.309,29.499
23,5,149.426,69.001,10.825,8.565
23,3,150.509,106.083,57.229,26.442
23,2,260.261,139.183,100.391,33.313
23,1,286.454,92.137,47.513,20.166
24,9,1.717,179.245,112.757,111.721
24,7,441.622,82.133,63.141,29.555
24,5,149.422,68.973,10.851,8.614
24,3,148.469,106.343,57.700,26.027
24,2,262.825,138.611,100.455,32.925
24,1,285.884,92.124,47.674,20.511
25,9,2.079,181.187,115.872,112.048
25,7,441.532,82.128,63.027,29.592
25,5,149.406,68.908,10.911,8.675
25,3,145.307,106.747,57.424,26.134
25,2,266.083,138.675,101.829,33.272
25,1,282.791,91.682,48.360,20.112
26,9,2.498,183.796,118.743,109.437
26,7,441.512,82.176,62.971,29.598
26,5,149.379,68.892,10.953,8.631
26,3,144.641,107.154,55.750,26.069
26,2,270.451,139.393,103.334,34.350
26,1,280.668,91.577,48.062,19.566
27,9,5.157,183.794,120.671,106.105
27,7,441.536,82.162,62.888,29.570
27,5,149.331,68.841,10.965,8.592
27,3,141.716,107.588,56.379,26.504
27,2,274.495,139.784,104.161,35.725
27,1,277.659,91.773,47.833,19.510
28,9,7.111,184.961,123.013,103.826
28,7,441.548,82.122,62.857,29.576
28,5,149.455,68.859,10.878,8.556
28,3,139.242,107.816,56.885,26.411
28,2,278.133,139.153,103.809,36.590
28,1,275.496,91.771,47.728,19.464
29,9,7.508,185.865,124.600,102.083
29,7,441.578,82.096,62.828,29.571
29,5,149.507,68.886,10.805,8.531
29,3,138.285,107.907,57.201,26.394
29,2,279.619,138.796,103.370,37.193
29,1,274.760,91.794,47.675,19.398
30,9,11.525,188.140,125.301,100.059
30,7,441.607,82.031,62.756,29.580
30,5,149.496,68.916,10.738,8.523
30,3,135.053,109.229,57.211,26.618
30,1,272.183,91.657,48.016,19.104
31,9,15.886,190.213,125.121,97.634
31,7,441.347,82.060,63.106,29.550
31,5,149.297,68.836,10.856,8.659
31,3,133.012,109.956,57.136,27.020
31,1,269.272,91.541,47.809,18.886
32,9,16.746,190.912,126.973,96.773
32,7,441.192,82.123,63.372,29.524
32,5,149.142,68.786,11.010,8.819
32,3,131.727,110.265,57.250,27.421
32,1,266.173,91.644,48.215,18.937
33,9,22.318,192.006,126.163,95.476
33,7,441.066,82.137,63.589,29.505
33,5,149.193,68.736,11.065,8.948
33,3,127.959,110.346,57.473,28.034
33,1,264.119,91.747,48.293,18.596
34,9,24.028,192.296,127.910,96.203
34,7,441.000,82.155,63.727,29.479
34,5,149.235,68.771,11.081,9.013
34,3,124.528,110.163,57.889,28.660
34,1,262.642,91.887,47.962,18.712
35,9,24.507,192.410,128.983,96.552
35,7,440.956,82.139,63.826,29.487
35,5,149.215,68.818,11.093,9.056
35,3,123.251,109.956,58.144,29.149
35,1,262.184,91.933,47.735,18.768
36,9,29.137,195.216,127.143,96.426
36,7,440.978,82.010,63.821,29.555
36,5,149.206,68.618,11.114,9.116
36,3,121.044,109.971,57.777,29.198
36,1,259.439,91.932,48.022,18.240
37,9,37.663,197.783,122.843,96.771
37,7,440.912,82.004,63.887,29.622
37,5,149.271,68.553,11.091,9.144
37,3,117.447,109.944,58.378,29.252
37,1,256.914,91.872,46.998,18.092
38,9,47.476,198.764,118.482,97.820
38,7,440.880,81.984,63.904,29.680
38,5,149.347,68.513,10.962,9.071
38,3,114.530,110.234,57.827,28.942
38,1,254.246,91.879,46.329,17.967
39,9,52.462,199.653,116.259,98.869
39,7,440.849,82.091,63.991,29.660
39,5,149.380,68.560,10.878,9.014
39,3,111.329,110.762,57.860,28.897
39,1,253.375,91.761,45.138,18.171
40,9,55.751,201.612,115.530,99.787
40,7,440.808,82.172,64.115,29.608
40,5,149.374,68.542,10.769,8.989
40,3,108.891,110.853,57.891,28.832
40,1,250.536,91.749,44.638,18.165
41,9,56.993,202.248,115.019,100.455
41,7,440.832,82.306,64.123,29.527
41,5,149.450,68.511,10.627,8.976
41,3,108.028,110.886,57.911,28.766
41,1,249.622,91.749,44.331,18.164
42,11,321.183,139.493,104.112,30.507
42,9,58.946,203.364,115.188,101.008
42,7,440.861,82.325,64.106,29.440
42,5,149.662,68.538,10.438,8.910
42,3,107.021,111.244,57.988,28.569
42,1,247.466,91.750,43.877,18.070
43,11,324.515,139.015,103.280,30.751
43,9,60.908,204.880,114.956,101.382
43,7,439.772,82.484,64.136,29.469
43,5,149.799,68.608,10.229,8.867
43,3,103.467,111.034,58.437,28.378
43,1,244.296,91.737,43.805,18.048
44,11,329.045,138.583,101.732,30.772
44,9,64.703,206.973,115.766,102.129
44,7,439.325,82.538,64.250,29.525
44,5,149.960,68.655,10.060,8.787
