1, 2, 334.939209, 93.721420, 48.266998, 19.581604, 0.996776
1, 2, 195.494431, 139.187515, 97.835007, 33.235855, 0.984714
1, 2, 197.332077, 103.587570, 56.146255, 21.383453, 0.964931
1, 2, 145.245209, 85.592964, 17.436630, 14.425804, 0.922505
1, 2, 151.000320, 69.631821, 10.299744, 8.332397, 0.882688
1, 2, 440.439056, 81.841209, 61.754181, 30.509911, 0.988340
1, 7, 443.022858, 82.052330, 63.404663, 29.518326, 0.971190
2, 2, 334.755920, 92.859497, 46.558167, 20.644966, 0.995505
2, 2, 195.429642, 103.785698, 54.172073, 20.656586, 0.974077
2, 2, 198.690643, 139.351471, 98.130402, 33.127228, 0.974538
2, 2, 150.800217, 69.713425, 10.664597, 8.210037, 0.878267
2, 2, 145.467758, 85.641029, 17.164398, 14.607330, 0.886786
2, 2, 440.341125, 81.760002, 61.907135, 30.670303, 0.987512
2, 7, 442.983582, 82.020775, 63.473511, 29.584030, 0.969547
3, 2, 332.207092, 92.595314, 49.524811, 21.537979, 0.991912
3, 2, 192.271011, 103.551704, 54.226685, 21.947838, 0.986620
3, 2, 200.596024, 138.959198, 103.627457, 34.413345, 0.971815
3, 2, 145.099991, 85.403976, 17.371765, 14.783127, 0.894815
3, 2, 150.613052, 69.438416, 10.803818, 8.410484, 0.881281
3, 2, 440.390747, 81.775719, 61.830933, 30.576546, 0.987479
3, 7, 443.031921, 81.998322, 63.408386, 29.569687, 0.969996
4, 2, 326.541962, 93.755524, 52.306427, 19.817162, 0.995732
4, 2, 191.195618, 103.911278, 55.144089, 22.293976, 0.990715
4, 2, 201.974213, 139.740707, 104.483643, 33.384949, 0.968671
4, 2, 144.963089, 85.098022, 17.258484, 15.000175, 0.908585
4, 2, 150.516953, 69.485291, 10.931366, 8.382050, 0.871328
4, 2, 440.248047, 81.747772, 62.126099, 30.622978, 0.987011
4, 7, 443.023712, 81.927086, 63.431000, 29.659386, 0.970226
5, 2, 326.604004, 93.704552, 52.176422, 19.883972, 0.995848
5, 2, 191.205994, 103.929367, 55.129028, 22.251762, 0.991338
5, 2, 202.171402, 139.717926, 104.120926, 33.356705, 0.966830
5, 2, 144.892624, 85.217705, 17.321533, 14.661644, 0.927422
5, 2, 150.376999, 69.504280, 11.103409, 8.413345, 0.875283
5, 2, 440.226898, 81.817268, 62.165070, 30.550621, 0.987290
5, 7, 442.985962, 81.941658, 63.489807, 29.657364, 0.969182
6, 2, 190.128693, 104.040421, 54.732224, 22.731003, 0.994166
6, 2, 326.705780, 93.064362, 48.092041, 20.336159, 0.995105
6, 2, 208.613190, 139.659134, 99.385773, 33.848877, 0.981190
6, 2, 144.996323, 85.443466, 16.890045, 14.529633, 0.930035
6, 2, 150.320328, 69.433289, 11.028976, 8.371925, 0.886106
6, 2, 0.243679, 170.140945, 82.351242, 80.991333, 0.805173
6, 2, 440.195801, 81.715614, 62.254608, 30.730461, 0.986300
6, 7, 442.867706, 81.897133, 63.661316, 29.777924, 0.966833
7, 2, 185.944260, 103.369331, 53.456985, 24.093910, 0.993792
7, 2, 211.029602, 139.383026, 100.662872, 33.268768, 0.987297
7, 2, 319.792297, 92.783684, 52.135620, 20.825798, 0.990266
7, 2, 145.029846, 85.307426, 16.627747, 14.445908, 0.940365
7, 2, 150.148331, 69.459846, 11.085098, 8.517311, 0.901722
7, 2, 440.187469, 81.763985, 62.255676, 30.632179, 0.986811
7, 7, 442.878662, 81.942818, 63.618683, 29.710320, 0.965577
8, 2, 182.606277, 102.948174, 52.780106, 24.942322, 0.994350
8, 2, 214.906662, 139.808929, 101.054703, 32.879181, 0.972510
8, 2, 319.649445, 92.350609, 51.199799, 21.037056, 0.990021
8, 2, 145.223511, 85.139000, 16.484146, 14.470352, 0.942484
8, 2, 150.280731, 69.370651, 10.919357, 8.563522, 0.890946
8, 2, 440.170319, 81.689400, 62.303711, 30.696487, 0.987387
8, 7, 442.918762, 81.959373, 63.500458, 29.639984, 0.967529
9, 2, 182.102844, 103.556007, 51.573090, 24.821251, 0.993769
9, 2, 217.240601, 139.988754, 100.029175, 32.644928, 0.984097
9, 2, 312.275299, 93.432892, 55.820557, 19.167488, 0.987774
9, 2, 145.307938, 85.447517, 16.270264, 14.129929, 0.958272
9, 2, 150.148682, 69.245842, 10.773529, 8.639236, 0.906235
9, 2, 440.083618, 81.674942, 62.501373, 30.870438, 0.986156
9, 7, 442.857391, 81.997002, 63.599579, 29.717628, 0.967704
10, 2, 181.777252, 103.621880, 50.329514, 24.557701, 0.994514
10, 2, 219.644333, 140.299316, 105.373093, 32.546814, 0.991117
10, 2, 309.379639, 93.875000, 51.659943, 18.686996, 0.990787
10, 2, 145.079224, 85.271797, 16.481903, 14.173950, 0.957583
10, 2, 0.182404, 174.695053, 84.552780, 106.506058, 0.965192
10, 2, 149.886948, 69.051712, 11.003662, 8.925293, 0.897043
10, 2, 440.062775, 81.757515, 62.595245, 30.752983, 0.985412
10, 7, 442.903778, 82.016876, 63.519989, 29.703499, 0.969829
11, 2, 219.710007, 140.218781, 105.119583, 32.593903, 0.991665
11, 2, 181.767456, 103.601036, 50.248611, 24.633736, 0.994497
11, 2, 309.538116, 93.887878, 51.292236, 18.698174, 0.990891
11, 2, 145.165115, 85.226418, 16.507355, 14.153130, 0.960901
11, 2, 0.208637, 174.602386, 84.660042, 106.348785, 0.966969
11, 2, 149.911697, 69.133842, 10.759460, 8.856102, 0.903957
11, 2, 440.016785, 81.721291, 62.662415, 30.816742, 0.985130
11, 7, 442.827911, 82.027336, 63.663544, 29.729057, 0.969765
12, 2, 177.246033, 103.660889, 52.557404, 25.576096, 0.993095
12, 2, 224.839584, 140.267029, 103.943680, 32.462753, 0.975470
12, 2, 307.973358, 93.517815, 53.320831, 18.520401, 0.983906
12, 2, 144.741302, 85.357300, 16.616165, 13.776176, 0.956622
12, 2, -0.405897, 174.403885, 84.940247, 105.818832, 0.940381
12, 2, 150.061340, 69.343185, 10.544815, 8.704796, 0.900001
12, 2, 440.005219, 81.772522, 62.707092, 30.809784, 0.985666
12, 7, 442.761108, 82.096085, 63.738220, 29.705078, 0.971941
13, 2, 175.450073, 103.602951, 52.776413, 26.368286, 0.991045
13, 2, 228.086090, 140.864914, 102.036133, 31.331070, 0.986425
13, 2, 307.374603, 93.162697, 52.680603, 18.487007, 0.981571
13, 2, -0.517999, 175.345520, 86.131683, 105.133667, 0.956046
13, 2, 144.528976, 85.373886, 16.820694, 13.709587, 0.947824
13, 2, 149.693466, 69.381081, 10.823929, 8.677574, 0.903527
13, 2, 440.051086, 81.634468, 62.590363, 30.973396, 0.986369
13, 7, 442.707031, 82.030678, 63.778015, 29.795227, 0.971983
14, 2, 170.874298, 104.301010, 52.413467, 25.891418, 0.991583
14, 2, 233.813751, 139.971222, 98.693726, 33.658295, 0.986702
14, 2, 303.222046, 93.607788, 53.526855, 18.434448, 0.980051
14, 2, -0.830692, 174.642044, 93.323227, 106.365219, 0.953767
14, 2, 144.706833, 85.195984, 16.477188, 13.439636, 0.954904
